Year,State Name,Dist Name,RICE,WHEAT,KHARIF SORGHUM,RABI SORGHUM,SORGHUM,PEARL MILLET,MAIZE,FINGER MILLET,BARLEY,CHICKPEA,PIGEONPEA,MINOR PULSES,GROUNDNUT,SESAMUM,RAPESEED AND MUSTARD,SAFFLOWER,CASTOR,LINSEED,SUNFLOWER,SOYABEAN,OILSEEDS,SUGARCANE,COTTON,Total
1996,Tamil Nadu,Tiruchirapalli / Trichy,558.87,0.0,47.75,5.09,52.84,13.58,4.96,9.02,0.0,0.1,7.15,9.19,162.92,14.17,0.01,0.0,0.72,0.0,4.0,0.0,181.81,404.76,8.05,1484.99
1997,Tamil Nadu,Tiruchirapalli / Trichy,607.81,0.0,101.07,5.15,106.24,16.56,5.29,11.68,0.0,0.06,4.45,7.65,169.11,13.55,0.01,0.0,0.66,0.0,4.44,0.0,187.77,416.47,12.77,1670.7399999999998
1998,Tamil Nadu,Tiruchirapalli / Trichy,708.33,0.0,70.44,4.59,75.03,13.45,3.97,10.05,0.0,0.06,6.0,8.75,182.99,15.52,0.03,0.0,0.66,0.0,2.09,0.0,201.28,505.18,14.49,1822.9099999999999
1999,Tamil Nadu,Tiruchirapalli / Trichy,791.17,0.0,72.19,5.03,77.22,12.36,8.17,7.84,0.0,0.04,4.09,10.71,180.01,18.13,0.01,0.0,0.61,0.0,3.46,0.0,202.22,514.66,16.56,1924.48
2000,Tamil Nadu,Tiruchirapalli / Trichy,749.95,0.0,67.3,4.75,72.05,10.93,10.24,5.39,0.0,0.07,4.95,10.2,159.04,18.88,0.01,0.0,0.73,0.0,3.86,0.0,182.51,652.64,15.13,1968.63
2001,Tamil Nadu,Tiruchirapalli / Trichy,630.4,0.0,55.8,3.02,58.82,9.32,9.8,8.41,0.0,0.13,3.59,8.9,138.86,10.67,0.01,0.0,0.67,0.0,4.71,0.0,154.92,568.7,8.33,1675.06
2002,Tamil Nadu,Tiruchirapalli / Trichy,303.61,0.0,51.29,3.53,54.82,8.3,43.67,7.47,0.0,0.44,1.53,6.83,87.2,8.77,0.01,0.0,0.4,0.0,6.2,0.0,102.6,406.99,1.3,1094.96
2003,Tamil Nadu,Tiruchirapalli / Trichy,241.47,0.0,56.9,2.87,59.77,7.71,68.43,5.15,0.0,0.32,2.87,8.09,102.59,7.4,0.02,0.0,0.45,0.0,9.04,0.0,119.5,208.03,1.66,902.2699999999999
2004,Tamil Nadu,Tiruchirapalli / Trichy,515.24,0.0,35.22,6.07,41.28,6.74,101.35,6.78,0.0,0.03,4.16,9.03,135.05,12.15,0.01,0.0,0.54,0.0,8.93,0.0,156.69,368.89,3.02,1411.1799999999998
2005,Tamil Nadu,Tiruchirapalli / Trichy,521.63,0.0,21.73,3.35,25.09,4.22,90.56,4.99,0.0,0.05,3.07,7.56,145.91,10.13,0.01,0.0,0.53,0.0,9.63,0.0,166.2,631.25,3.35,1649.26
2006,Tamil Nadu,Tiruchirapalli / Trichy,572.58,0.0,44.1,2.48,46.59,5.67,204.95,10.31,0.0,0.05,2.08,10.29,109.51,8.81,0.01,0.0,0.3,0.0,22.24,0.0,140.85,774.83,7.34,1962.9899999999996
2007,Tamil Nadu,Tiruchirapalli / Trichy,476.5,0.0,37.27,2.65,39.68,3.04,163.12,4.04,0.0,0.06,2.51,9.47,102.89,8.93,0.01,0.0,0.27,0.0,33.03,0.0,145.11,623.87,8.3,1660.7499999999998
2008,Tamil Nadu,Tiruchirapalli / Trichy,576.85,0.0,20.95,8.47,29.52,3.81,246.59,5.84,0.0,0.92,3.39,8.18,116.43,12.63,0.01,0.0,0.32,0.0,14.12,0.0,143.51,539.28,7.72,1738.54
2009,Tamil Nadu,Tiruchirapalli / Trichy,576.62,0.0,0.0,0.0,38.5,5.24,279.73,5.9,0.0,0.81,3.24,10.59,97.58,9.27,0.01,0.0,0.27,0.0,6.54,0.0,0.0,492.55,15.68,1542.53
2010,Tamil Nadu,Tiruchirapalli / Trichy,598.76,0.0,23.55,5.4,28.95,3.52,216.37,6.92,0.0,1.02,2.97,10.06,100.57,8.44,0.01,0.0,0.25,0.0,4.83,0.0,0.0,552.55,14.21,1578.38
2011,Tamil Nadu,Tiruchirapalli / Trichy,638.76,0.0,22.37,13.24,35.62,7.01,460.37,7.31,0.0,0.74,4.85,0.0,128.79,0.0,0.01,0.0,0.25,0.0,14.72,0.0,0.0,611.84,24.83,1970.7099999999996
2012,Tamil Nadu,Tiruchirapalli / Trichy,259.44,0.0,19.07,1.87,20.94,4.04,229.1,6.43,0.0,0.84,2.28,6.07,76.05,3.83,0.0,0.0,0.22,0.0,7.31,0.0,0.0,433.53,10.61,1081.6299999999999
2013,Tamil Nadu,Tiruchirapalli / Trichy,589.95,0.0,50.13,6.13,56.27,6.45,650.04,9.35,0.0,0.69,7.02,24.62,100.71,7.03,0.0,0.0,0.25,0.0,2.99,0.0,111.0,428.45,28.64,2079.72
2014,Tamil Nadu,Tiruchirapalli / Trichy,609.89,0.0,93.9,18.78,112.68,6.04,789.39,9.82,0.0,0.63,0.0,37.92,106.07,10.61,0.0,0.0,0.31,0.0,5.66,0.0,122.65,354.42,41.66,2320.43
2015,Tamil Nadu,Tiruchirapalli / Trichy,601.54,0.0,27.14,17.43,44.57,5.42,726.51,10.5,0.0,0.54,0.0,34.71,107.4,6.8,0.0,0.0,0.23,0.0,3.01,0.0,117.34,392.79,12.93,2108.8599999999997
2016,Tamil Nadu,Tiruchirapalli / Trichy,529.5,0.0,18.29,3.02,21.31,6.3,270.31,0.88,0.0,0.58,2.81,7.99,59.35,1.55,0.0,0.0,0.21,0.0,1.24,0.0,0.0,232.59,8.76,1164.6899999999998
2017,Tamil Nadu,Tiruchirapalli / Trichy,476.51,0.0,60.58,14.88,75.46,6.69,863.84,11.07,0.0,0.74,7.8,21.54,117.78,6.92,0.0,0.0,0.29,0.0,1.38,0.0,0.0,177.5,0.03,1843.01
1966,Tamil Nadu,Thanjavur,878.0,0.0,1.5,0.3,1.8,1.0,3.0,4.0,0.0,0.0,1.0,6.47,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.1,0.1,968.27
1967,Tamil Nadu,Thanjavur,920.0,0.0,1.5,0.7,2.2,1.0,4.0,3.0,0.0,0.0,1.0,6.15,29.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,30.6,38.5,0.1,1039.35
1968,Tamil Nadu,Thanjavur,1121.0,0.0,0.6,0.2,0.8,1.0,5.0,4.0,0.0,0.0,1.0,9.94,34.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,35.5,77.2,0.1,1291.84
1969,Tamil Nadu,Thanjavur,1028.2,0.0,0.4,0.2,0.6,0.5,4.8,3.6,0.0,0.0,0.5,6.2,29.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,31.3,56.0,0.2,1163.8000000000002
1970,Tamil Nadu,Thanjavur,1067.4,0.0,1.4,0.5,1.9,0.6,2.9,2.9,0.0,0.0,0.6,0.0,37.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,39.8,49.3,0.2,1206.3000000000002
1971,Tamil Nadu,Thanjavur,1342.2,0.0,1.3,0.2,1.5,0.7,2.7,2.5,0.0,0.0,1.0,35.25,45.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,47.4,45.6,0.6,1528.3500000000001
1972,Tamil Nadu,Thanjavur,1356.5,0.0,2.0,0.2,2.2,0.7,1.9,4.6,0.0,0.0,1.2,48.43,42.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,44.4,51.8,0.2,1558.5300000000004
1973,Tamil Nadu,Thanjavur,1296.1,0.0,1.9,0.3,2.2,0.9,2.6,2.9,0.0,0.0,0.7,55.37,46.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,49.4,63.8,0.1,1525.6699999999998
1974,Tamil Nadu,Thanjavur,943.8,0.0,1.5,0.1,1.6,0.7,3.0,2.9,0.0,0.0,0.7,33.01,48.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,49.7,61.1,0.1,1147.9099999999999
1975,Tamil Nadu,Thanjavur,1280.4,0.0,0.9,0.2,1.1,1.2,5.3,5.0,0.0,0.0,0.9,22.88,50.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,53.1,73.4,0.1,1497.5800000000004
1976,Tamil Nadu,Thanjavur,880.7,0.0,1.2,0.0,1.2,2.2,6.9,4.7,0.0,0.0,0.8,40.08,48.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,50.6,64.3,0.3,1103.5800000000002
1977,Tamil Nadu,Thanjavur,1007.0,0.0,1.2,0.0,1.2,1.4,4.2,3.2,0.0,0.0,0.5,54.17,64.2,2.9,0.0,0.0,0.0,0.0,0.0,0.0,67.1,67.4,1.0,1275.4700000000003
1978,Tamil Nadu,Thanjavur,1361.9,0.0,1.5,0.0,1.5,1.7,3.5,3.4,0.0,0.0,1.4,56.21,66.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,68.9,60.8,0.9,1630.6100000000006
1979,Tamil Nadu,Thanjavur,1367.4,0.0,1.2,0.0,1.2,1.2,4.6,3.5,0.0,0.0,1.1,46.35,59.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,60.9,50.3,0.6,1599.2499999999998
1980,Tamil Nadu,Thanjavur,1414.7,0.0,0.6,0.0,0.6,0.9,3.0,1.6,0.0,0.0,1.9,47.56,56.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,59.2,60.7,0.5,1650.46
1981,Tamil Nadu,Thanjavur,1582.5,0.0,0.3,0.0,0.3,1.4,4.3,3.3,0.0,0.0,1.9,34.45,39.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,42.7,141.4,0.5,1855.7500000000002
1982,Tamil Nadu,Thanjavur,1214.9,0.0,0.7,0.0,0.7,0.9,9.4,3.2,0.0,0.0,1.2,21.87,54.8,2.4,0.0,0.0,0.0,0.0,0.2,0.0,57.4,95.1,0.4,1463.1700000000005
1983,Tamil Nadu,Thanjavur,975.2,0.0,1.1,0.0,1.1,3.3,7.8,2.2,0.0,0.0,0.8,17.35,68.9,4.2,0.0,0.0,0.0,0.0,0.1,0.0,73.2,99.6,0.4,1255.25
1984,Tamil Nadu,Thanjavur,1541.5,0.0,0.7,0.0,0.7,8.5,6.2,3.1,0.0,0.0,1.4,35.8,62.4,5.4,0.0,0.0,0.0,0.0,0.1,0.0,67.9,68.9,4.5,1807.1000000000004
1985,Tamil Nadu,Thanjavur,1290.0,0.0,0.9,0.0,0.9,2.0,4.4,3.3,0.0,0.0,1.9,48.59,61.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,66.0,121.1,2.7,1607.7900000000002
1986,Tamil Nadu,Thanjavur,1394.0,0.0,1.2,0.4,1.6,2.0,5.0,2.0,0.0,0.0,2.0,77.55,55.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,65.3,111.7,1.0,1729.05
1987,Tamil Nadu,Thanjavur,1328.0,0.0,0.7,0.3,1.0,1.0,4.0,2.0,0.0,0.0,2.0,48.37,58.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,64.7,177.0,3.0,1696.77
1988,Tamil Nadu,Thanjavur,1557.7,0.0,0.9,0.1,1.0,1.0,3.0,1.4,0.0,0.0,1.9,58.92,53.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,57.6,233.1,2.8,1977.02
1989,Tamil Nadu,Thanjavur,1575.1,0.0,0.9,0.3,1.2,0.9,2.6,2.3,0.0,0.0,1.6,72.26,58.9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,62.0,310.3,1.3,2092.76
1990,Tamil Nadu,Thanjavur,1492.18,0.0,3.59,1.77,5.37,2.55,3.22,7.01,0.0,0.0,0.55,67.41,62.89,8.22,0.0,0.0,0.35,0.0,0.02,0.0,71.48,324.27,1.94,2052.82
1991,Tamil Nadu,Thanjavur,1666.77,0.0,2.82,1.16,3.98,2.49,2.15,6.35,0.0,0.0,0.49,83.22,101.34,10.73,0.01,0.0,0.24,0.0,0.03,0.0,112.34,347.97,3.24,2345.33
1992,Tamil Nadu,Thanjavur,1845.51,0.0,1.95,0.89,2.83,2.35,2.68,6.13,0.0,0.0,0.5,56.27,101.99,8.76,0.01,0.0,0.26,0.0,0.08,0.0,111.09,302.58,3.17,2447.05
1993,Tamil Nadu,Thanjavur,1280.84,0.0,2.31,1.13,3.44,1.92,1.92,6.72,0.0,0.0,0.32,47.88,95.04,4.6,0.0,0.0,0.32,0.0,0.32,2.0,102.6,215.4,2.58,1769.34
1994,Tamil Nadu,Thanjavur,1933.73,0.0,1.68,0.92,2.6,1.49,1.5,2.54,0.0,0.01,0.82,57.13,73.85,9.3,0.01,0.0,0.2,0.0,0.89,0.0,84.25,335.5,4.14,2510.56
1995,Tamil Nadu,Thanjavur,1290.05,0.0,0.84,0.39,1.22,1.12,2.07,6.09,0.0,0.01,0.6,24.87,57.89,4.81,0.0,0.0,0.2,0.0,0.36,0.0,64.85,346.59,2.03,1803.9899999999993
1996,Tamil Nadu,Thanjavur,995.66,0.0,2.1,0.49,2.59,0.83,2.97,3.95,0.0,0.01,0.69,27.36,65.36,6.07,0.0,0.0,0.19,0.0,0.41,0.0,72.05,219.74,1.71,1402.18
1997,Tamil Nadu,Thanjavur,1130.97,0.0,3.62,0.28,3.89,0.92,3.0,5.26,0.0,0.0,0.34,34.15,57.49,7.18,0.01,0.0,0.18,0.0,0.28,0.0,65.14,257.45,2.65,1572.8100000000004
1998,Tamil Nadu,Thanjavur,1599.01,0.0,2.72,0.54,3.26,0.83,2.15,4.43,0.0,0.0,0.4,53.59,61.98,8.47,0.01,0.0,0.18,0.0,0.43,0.0,71.08,311.48,3.02,2123.5800000000004
1999,Tamil Nadu,Thanjavur,1781.51,0.0,3.26,0.41,3.67,0.75,3.96,3.18,0.0,0.0,0.45,47.51,60.07,10.35,0.01,0.0,0.17,0.0,0.34,0.0,70.94,309.24,2.78,2298.6000000000004
2000,Tamil Nadu,Thanjavur,2011.5,0.0,0.32,0.68,1.0,0.45,4.32,2.2,0.0,0.01,0.47,80.66,47.85,9.55,0.01,0.0,0.15,0.0,0.21,0.0,57.78,342.69,3.71,2563.560000000001
2001,Tamil Nadu,Thanjavur,1524.11,0.0,0.91,0.31,1.22,0.26,3.61,3.75,0.0,0.01,0.39,41.71,39.36,6.15,0.01,0.0,0.15,0.0,0.2,0.0,45.86,332.28,2.99,2003.28
2002,Tamil Nadu,Thanjavur,613.79,0.0,0.07,0.4,0.47,0.44,5.93,3.41,0.0,0.09,0.12,25.33,23.24,5.02,0.01,0.0,0.08,0.0,0.17,0.0,28.5,264.19,1.55,972.81
2003,Tamil Nadu,Thanjavur,786.79,0.0,1.02,0.03,1.06,0.64,9.97,2.26,0.0,0.08,0.24,27.57,34.31,4.03,0.0,0.0,0.11,0.0,0.59,0.0,39.04,187.81,2.85,1098.3999999999999
2004,Tamil Nadu,Thanjavur,888.99,0.0,0.1,0.04,0.14,0.55,13.89,3.12,0.0,0.0,0.33,42.91,53.34,6.2,0.01,0.0,0.12,0.0,1.41,0.0,61.09,264.3,3.39,1339.93
2005,Tamil Nadu,Thanjavur,837.03,0.0,0.23,0.08,0.3,0.18,6.28,2.28,0.0,0.0,0.53,32.15,57.18,7.02,0.0,0.0,0.12,0.0,1.29,0.0,65.61,374.31,2.05,1386.6399999999996
2006,Tamil Nadu,Thanjavur,1866.86,0.0,0.02,0.09,0.12,0.22,32.24,4.72,0.0,0.01,0.22,93.07,46.71,6.12,0.0,0.0,0.08,0.0,5.0,0.0,57.93,480.48,1.12,2595.0099999999993
2007,Tamil Nadu,Thanjavur,1133.67,0.0,0.11,0.13,0.12,0.24,38.2,1.78,0.0,0.02,0.44,26.65,64.24,9.09,0.0,0.0,0.07,0.0,5.31,0.0,78.71,411.75,1.19,1771.72
2008,Tamil Nadu,Thanjavur,855.04,0.0,0.91,0.44,1.54,0.3,87.94,2.71,0.0,0.42,0.69,34.34,51.5,6.51,0.0,0.0,0.1,0.0,1.67,0.0,59.79,328.22,0.83,1432.9499999999998
2009,Tamil Nadu,Thanjavur,1400.38,0.0,0.0,0.0,0.81,0.21,67.01,2.68,0.0,0.36,0.55,60.31,57.05,6.56,0.0,0.0,0.06,0.0,0.33,0.0,0.0,261.72,0.89,1858.9199999999998
2010,Tamil Nadu,Thanjavur,1140.85,0.0,0.44,0.32,0.77,0.12,49.67,3.19,0.0,0.46,0.41,66.55,60.03,4.99,0.0,0.0,0.06,0.0,0.11,0.0,0.0,301.71,1.06,1630.7399999999998
2011,Tamil Nadu,Thanjavur,1813.04,0.0,0.2,1.16,1.35,0.09,65.7,3.39,0.0,0.34,0.27,0.0,70.55,0.0,0.0,0.0,0.06,0.0,0.22,0.0,0.0,279.81,1.63,2237.81
2012,Tamil Nadu,Thanjavur,834.93,0.0,0.05,0.12,0.17,0.05,41.7,3.03,0.0,0.38,0.11,38.09,45.45,3.63,0.0,0.0,0.04,0.0,0.06,0.0,0.0,265.15,1.37,1234.3299999999997
2013,Tamil Nadu,Thanjavur,2316.46,0.0,1.3,0.86,2.16,0.11,73.58,4.32,0.0,0.31,0.52,220.36,54.13,6.34,0.0,0.0,0.04,0.0,0.07,0.0,60.58,223.73,4.59,2969.460000000001
2014,Tamil Nadu,Thanjavur,2195.63,0.0,1.37,0.42,1.78,0.14,78.25,4.3,0.0,0.27,0.0,157.15,43.7,6.3,0.0,0.0,0.03,0.0,0.07,0.0,50.09,209.36,4.79,2753.650000000001
2015,Tamil Nadu,Thanjavur,1696.83,0.0,0.25,0.42,0.66,0.19,81.92,4.79,0.0,0.25,0.0,122.71,54.88,3.63,0.0,0.0,0.04,0.0,0.07,0.0,58.59,173.12,5.03,2203.3800000000006
2016,Tamil Nadu,Thanjavur,1356.07,0.0,0.24,0.14,0.38,0.07,27.18,0.39,0.0,0.27,0.4,58.75,46.89,1.82,0.0,0.0,0.04,0.0,0.0,0.0,0.0,103.74,7.0,1603.3800000000003
2017,Tamil Nadu,Thanjavur,1840.14,0.0,1.07,0.66,1.73,0.34,79.52,5.14,0.0,0.35,0.53,98.27,70.45,3.07,0.0,0.0,0.03,0.0,0.01,0.0,0.0,92.0,0.0,2193.3100000000004
1966,Tamil Nadu,Madurai,250.0,0.0,55.8,50.5,106.3,11.0,0.1,18.0,0.0,0.0,1.0,4.98,111.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,113.4,44.5,6.0,774.98
1967,Tamil Nadu,Madurai,243.0,0.0,55.2,56.0,111.2,15.0,0.1,18.0,0.0,0.0,1.0,6.82,118.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,119.6,48.5,6.0,800.02
1968,Tamil Nadu,Madurai,212.0,0.0,76.2,27.8,104.0,23.0,1.0,18.0,0.0,0.3,1.0,6.93,63.0,2.2,0.0,0.0,0.1,0.0,0.0,0.0,65.3,90.6,5.0,696.4300000000001
1969,Tamil Nadu,Madurai,215.5,0.0,90.6,50.9,141.5,21.4,0.2,12.1,0.0,0.0,0.7,6.62,69.4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,72.0,73.5,5.3,762.32
1970,Tamil Nadu,Madurai,365.0,0.0,92.1,26.7,118.8,23.9,0.2,12.7,0.0,0.2,0.9,0.0,103.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,106.2,53.0,7.9,912.8000000000002
1971,Tamil Nadu,Madurai,336.0,0.0,72.8,46.6,119.4,17.1,0.2,11.5,0.0,0.1,4.0,7.5,158.3,3.8,0.0,0.0,0.1,0.0,0.0,0.0,162.2,62.4,12.3,1014.3000000000001
1972,Tamil Nadu,Madurai,374.7,0.0,75.9,63.4,139.3,39.7,0.2,14.7,0.0,0.0,2.9,7.66,80.2,3.6,0.0,0.0,0.1,0.0,0.0,0.0,83.9,74.6,11.9,972.7600000000001
1973,Tamil Nadu,Madurai,365.1,0.0,84.6,73.8,158.4,34.2,0.4,12.4,0.0,0.2,4.4,7.53,80.2,2.3,0.0,0.0,0.1,0.0,0.0,0.0,82.6,107.9,13.4,1027.53
1974,Tamil Nadu,Madurai,220.0,0.0,30.1,15.8,45.9,12.3,0.6,12.0,0.0,0.1,2.7,3.56,44.6,1.2,0.0,0.0,0.1,0.0,0.0,0.0,45.9,78.2,11.6,524.6600000000001
1975,Tamil Nadu,Madurai,361.6,0.1,119.5,30.1,149.6,23.6,0.7,21.5,0.0,0.1,2.7,5.7,56.5,2.9,0.0,0.0,0.1,0.0,0.0,0.0,59.5,49.5,10.5,894.2000000000003
1976,Tamil Nadu,Madurai,276.0,0.0,107.2,57.8,165.0,32.1,0.4,18.2,0.0,0.1,5.7,7.6,51.8,2.6,0.0,0.0,0.1,0.0,0.0,0.0,54.5,78.9,16.8,874.8000000000001
1977,Tamil Nadu,Madurai,439.8,0.1,109.0,59.2,168.2,32.0,0.5,14.1,0.0,0.1,5.0,9.66,52.4,3.6,0.0,0.0,0.1,0.0,0.0,0.0,56.1,93.2,23.4,1066.4600000000003
1978,Tamil Nadu,Madurai,391.9,0.1,106.6,51.9,158.5,30.2,0.5,10.1,0.0,0.0,4.1,14.03,87.2,4.8,0.0,0.0,0.1,0.0,0.0,0.0,92.1,84.0,23.9,1060.0300000000002
1979,Tamil Nadu,Madurai,434.2,0.1,121.1,62.4,183.5,23.6,0.7,9.5,0.0,0.0,4.7,10.95,78.0,4.4,0.0,0.0,0.1,0.0,0.0,0.0,82.5,69.5,16.1,1101.35
1980,Tamil Nadu,Madurai,383.4,0.1,84.0,36.0,120.0,21.3,0.8,6.7,0.0,0.0,4.2,13.0,75.1,3.4,0.0,0.0,0.1,0.0,0.6,0.0,79.2,83.8,12.5,924.2
1981,Tamil Nadu,Madurai,449.0,0.1,46.7,54.4,101.1,16.4,1.0,8.2,0.0,0.0,5.8,14.58,101.5,4.6,0.0,0.0,0.1,0.0,2.0,0.0,108.2,104.7,13.2,1031.5800000000002
1982,Tamil Nadu,Madurai,197.0,0.1,47.8,36.6,84.4,33.1,4.7,14.6,0.0,0.0,4.3,14.72,80.4,3.3,0.0,0.0,0.2,0.0,11.0,0.0,94.9,86.5,16.0,729.62
1983,Tamil Nadu,Madurai,270.9,0.1,60.4,40.0,100.4,19.0,2.6,7.9,0.0,0.0,5.4,17.33,91.0,3.3,0.0,0.0,0.1,0.0,9.1,0.0,103.5,57.3,12.2,800.53
1984,Tamil Nadu,Madurai,311.0,0.0,42.8,41.0,83.8,24.1,3.0,7.1,0.0,0.0,4.7,14.73,104.8,3.1,0.0,0.0,0.1,0.0,11.9,0.0,119.9,118.3,23.4,913.73
1985,Tamil Nadu,Madurai,343.3,0.0,110.5,33.7,144.2,20.4,2.7,9.7,0.0,0.0,4.6,14.54,69.5,2.6,0.0,0.0,0.2,0.0,3.9,0.0,76.2,120.5,22.7,979.2400000000002
1986,Tamil Nadu,Madurai,307.0,0.0,90.8,41.4,132.2,21.0,5.0,6.0,0.0,0.0,5.0,15.51,48.0,2.1,0.0,0.0,0.2,0.0,2.5,0.0,52.8,123.1,9.0,861.61
1987,Tamil Nadu,Madurai,462.0,0.0,139.4,40.6,180.0,29.0,5.0,8.0,0.0,0.0,6.0,21.39,73.0,2.0,0.0,0.0,0.3,0.0,1.7,0.0,77.0,114.4,13.0,1172.79
1988,Tamil Nadu,Madurai,512.5,0.0,127.3,29.7,157.0,36.1,13.9,6.5,0.0,0.0,9.1,11.65,69.4,2.4,0.0,0.0,0.5,0.0,0.9,0.0,73.2,154.0,12.1,1216.2499999999998
1989,Tamil Nadu,Madurai,601.4,0.0,123.8,35.0,158.8,43.7,24.3,5.5,0.0,0.1,7.9,13.86,111.9,2.3,0.0,0.0,0.3,0.0,1.2,0.0,115.7,179.0,10.6,1435.36
1990,Tamil Nadu,Madurai,490.11,0.08,103.86,34.32,138.18,34.29,14.72,4.78,0.0,0.33,4.62,23.5,74.5,1.51,0.0,0.0,0.18,0.0,1.97,0.0,78.16,189.45,9.76,1204.32
1991,Tamil Nadu,Madurai,436.05,0.03,115.89,26.51,142.4,24.46,24.01,3.71,0.0,0.14,4.82,21.66,80.72,3.54,0.0,0.0,0.15,0.0,3.47,0.0,87.88,232.84,9.97,1218.25
1992,Tamil Nadu,Madurai,532.41,0.0,114.3,17.51,131.81,19.12,37.18,3.28,0.0,0.15,4.24,18.99,98.56,2.62,0.0,0.0,0.14,0.0,4.41,0.0,105.73,219.3,10.35,1320.0999999999997
1993,Tamil Nadu,Madurai,543.0,0.0,102.02,18.98,121.0,33.0,36.0,3.0,0.0,0.0,7.0,27.0,146.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,158.0,247.8,10.88,1465.68
1994,Tamil Nadu,Madurai,633.51,0.0,139.63,19.41,159.04,23.48,37.76,2.28,0.0,0.29,5.94,18.4,131.79,2.19,0.0,0.0,0.11,0.0,7.7,0.0,141.79,315.39,11.43,1650.14
1995,Tamil Nadu,Madurai,342.75,0.0,58.2,19.35,77.55,19.05,37.52,1.61,0.0,0.2,6.4,8.79,69.79,2.23,0.0,0.0,0.06,0.0,3.2,0.0,75.42,235.28,7.31,964.7099999999998
1996,Tamil Nadu,Madurai,462.58,0.0,106.23,11.22,117.45,13.12,43.19,1.58,0.0,0.11,10.95,18.61,102.07,2.63,0.0,0.0,0.28,0.0,2.86,0.0,107.84,252.81,11.09,1264.6200000000001
1997,Tamil Nadu,Madurai,512.71,0.0,69.25,14.92,84.17,21.37,56.39,1.68,0.0,0.12,4.29,20.76,105.04,2.91,0.0,0.0,0.15,0.0,2.89,0.0,110.99,345.7,8.28,1361.6199999999997
1998,Tamil Nadu,Madurai,627.68,0.0,79.98,17.61,97.59,24.57,49.34,1.61,0.0,0.28,6.62,22.76,111.49,4.96,0.0,0.0,0.14,0.0,2.43,0.0,119.02,498.2,10.73,1675.0100000000002
1999,Tamil Nadu,Madurai,575.0,0.0,88.86,19.18,108.04,30.47,75.67,1.9,0.0,0.28,4.35,19.99,123.56,3.74,0.0,0.0,0.08,0.0,2.11,0.0,129.49,336.61,6.62,1525.9499999999998
2000,Tamil Nadu,Madurai,513.58,0.0,79.58,20.53,100.11,19.11,61.03,1.27,0.0,0.16,4.41,14.78,69.76,3.42,0.0,0.0,0.06,0.0,0.96,0.0,74.2,271.88,5.2,1240.04
2001,Tamil Nadu,Madurai,425.8,0.0,76.74,12.06,88.8,14.56,52.7,1.25,0.0,0.19,3.96,13.42,54.66,1.89,0.0,0.0,0.1,0.0,0.82,0.0,57.47,312.56,4.43,1121.41
2002,Tamil Nadu,Madurai,219.83,0.0,60.1,6.21,66.3,13.67,77.18,1.13,0.0,0.29,4.83,12.22,27.82,0.84,0.0,0.0,0.04,0.0,0.62,0.0,29.32,194.76,2.17,717.33
2003,Tamil Nadu,Madurai,152.63,0.0,66.52,2.76,69.28,12.4,84.36,0.79,0.0,0.25,4.67,12.09,29.26,1.44,0.0,0.0,0.04,0.0,1.01,0.0,31.73,115.77,2.56,587.56
2004,Tamil Nadu,Madurai,337.92,0.0,74.97,4.2,79.17,19.74,81.53,0.47,0.0,0.53,4.22,11.29,66.25,1.19,0.0,0.0,0.07,0.0,1.67,0.0,69.17,161.24,3.42,917.05
2005,Tamil Nadu,Madurai,375.08,0.0,71.39,6.19,77.58,17.05,50.91,0.54,0.0,0.46,4.47,13.17,67.87,1.2,0.0,0.0,0.1,0.0,2.94,0.0,72.09,220.12,3.57,984.7300000000001
2006,Tamil Nadu,Madurai,412.98,0.0,76.97,10.31,87.28,19.37,204.49,0.51,0.0,0.44,3.63,11.16,45.66,1.1,0.0,0.0,0.13,0.0,9.64,0.0,56.52,260.49,4.04,1204.72
